Information Under Heading,Block,,Jawhar,Vikramgad,Wada,Junnar,Mokhada,Palghar,Sangamner,Akole,Jhadol,Aaspur,Kusalgarh,Bagidora,Talwara-Banswara,Kishanganj,Baran,Antah,Pratapgarh,Begun,Mandalgarh,Mandal,Gogunda,Kumbhalgarh,Pati,Niwali,Barwani,Rajpur,Sendhwa,Zhirniya,Pandhana,Khalwa,Bichiya,Mandla,Ghughri,Tirla,Nalcha,Dhar,Sardarpur,Kukshi,Ranapur,Jhabua,Meghnagar,Thandla,Rama,Burhar,Kotma,Sohagpur,Gohparu,Badnawar,Petlawad,Chicholi,Betul,Athner,Shahpur,Ghoda Dongri,Kundra,Jeypore,Bariguma,Kotapad,Baipariguda,Nabarangpur,Papadahandi,Kosagumda,Bandhugaon,Dasmantpur,Koraput,Lamtaput,Laxmipur,Nandapur,Narayanpatna,Potangi,Semiliguda,Sunabeda NAC,Mawai,Bijadandi,Narayanganj,Niwas,Mohgaon,Beohari,Jaisinghnagar,Bhainsdehi,Bhimpur,Multai,Amla,Prabhat Pattan,Choti Sarvan,Ghatol,Pipalkhoont,Garhi,Surgana,Trimbak,Peint,Igatpuri,Dabugam,Nandahandi,Tentulikhunti,Jharigam,Umerkote,Boriguma
Education Background,Literacy Rate,Female(#),"29,358",31988,48182,135407,16455,167586,151136,83588,37945,0,52403,62243,91278,30903,56229,28249,53890,25650,29714,39405,30349,23237,14754,17278,42312,40406,37726,26440,35249,37159,57873,68459,35030,,,133587,49843,58269,14162,42009,21910,23966,,,32875,128127,,50034,35452,19424,84938,26815,23863,62878,8140,45296,14824,20325,14702,25319,15283,10024,6390,6382,10105,0,5274,8683,5375,9503,3321,19536,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Literacy Rate,Female(%),43.73,43.36,42.78,45.34,42.37,43.21,43.99,43.43,36.04,0,36.95,37.66,39.09,37.12,40.29,38.39,39.16,35.97,35.98,37.15,33.72,36.85,43.37,43.66,43.37,42.72,43.78,42.07,40.08,38.74,41.81,43.65,41.44,0,0,40.39,38.28,42.53,38.64,39.72,38.25,39.58,#DIV/0!,0,42.6,43.28,0,39.72,38.6,42.53,45.09,43.43,41.56,43.6,40.1,43.82,38.34,40.17,37.83,42.01,39.56,36.86,39.39,36.84,38.84,0,36.99,35.51,39.87,37.4,38.64,43.15,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,IP Full Name,,BAIF Development Research Foundation,BAIF Development Research Foundation,BAIF Development Research Foundation,BAIF Development Research Foundation,BAIF Development Research Foundation,BAIF Development Research Foundation,Wotershed Organisation Trust,Wotershed Organisation Trust,"Rajasthan Rural Institute of Development Management (RRIDMA) 
associate organization of BAIF Development Research Foundation","Rajasthan Rural Institute of Development Management (RRIDMA) associate organization of BAIF Development Research Foundation",Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,"Ashagram Trust, Barwani (M.P.)","Ashagram Trust, Barwani (M.P.)","Ashagram Trust, Barwani (M.P.)","Ashagram Trust, Barwani (M.P.)",Aga Khan Rural Support Programme,Aga Khan Rural Support Programme,Aga Khan Rural Support Programme,Aga Khan Rural Support Programme,The Centre for Advanced Research & Development (CARD),The Centre for Advanced Research & Development (CARD),The Centre for Advanced Research & Development (CARD),The Centre for Advanced Research & Development (CARD),The Centre for Advanced Research & Development (CARD),The Centre for Advanced Research & Development (CARD),The Centre for Advanced Research & Development (CARD),Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Gramin Vikas Trust,Sahjeevan Samiti,Sahjeevan Samiti,Sahjeevan Samiti,Sahjeevan Samiti,The Centre for Advanced Research & Development (CARD),The Centre for Advanced Research & Development (CARD),"BAIF Development Research Foundation, Madhya Pradesh","BAIF Development Research Foundation, Madhya Pradesh","BAIF Development Research Foundation, Madhya Pradesh","BAIF Development Research Foundation, Madhya Pradesh","BAIF Development Research Foundation, Madhya Pradesh",HarshaTrust,HarshaTrust,HarshaTrust,HarshaTrust,HarshaTrust,HarshaTrust,HarshaTrust,HarshaTrust,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,Foundation for Ecological Security,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Location of Vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.","Plot No: 30 & 46, ALEAP Industries, Gajularamaram Village, Qutubullapur Mandal, Near Pragathi Nagar, Hyderabad - 500055, Telengana, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Vendor's Name,,"Thrive Solar Energy Pvt. Ltd., Hyderabad and M/S Tata Power Solar Systems Ltd, Bangalore","Thrive Solar Energy Pvt. Ltd., Hyderabad","Thrive Solar Energy Pvt. Ltd., Hyderabad","Thrive Solar Energy Pvt. Ltd., Hyderabad","Thrive Solar Energy Pvt. Ltd., Hyderabad","Thrive Solar Energy Pvt. Ltd., Hyderabad and M/s. Sirius Solar Energy Systems Pvt Ltd        ""","Thrive Solar Energy Pvt. Ltd., Hyderabad","Thrive Solar Energy Pvt. Ltd., Hyderabad and M/S Tata Power Solar Systems Ltd, Bangalore","Thrive Solar Energy Pvt. Ltd., Hyderabad and Gautam Solar Pvt. Ltd., Haridwar",,,,,,,,,,,,,,"Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","M/s. Sirius Solar Energy Systems Pvt Ltd	","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","Thrive Solar Energy Pvt. Ltd., Hyderabad ","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	","M/s. Sirius Solar Energy Systems Pvt Ltd	",,,,,,,,,,,,,,,,,,,,,,,,,,
,Assembly Center,,Jawhar,Jawhar,Jawhar,Jawhar,Bhendipada (Mokhada),Palghar,Sangamner,Akole,Jhadol,"Sabla, Aaspur",Kusalgarh,Banswara,Banswara,Baran,Baran,Baran,Pratapgarh,Mandalgarh,Mandalgarh,Chitamba,Saira,Saira,Barwani,Barwani,Barwani,Barwani-later,Balwadi (Sendhwa),Saka (Zhirniya),Pandhana,Khalwa,Bichiya,Mandla,Ghughri,Dhar,Nalcha,Dhar,Sardarpur,Kukshi,Jhabua,Jhabua,Jhabua,Jhabua,Jhabua,Bartar,Bartar,Shahdol,Gohparu,Petlawad,Petlawad,Betul,Betul,Betul,Padhar,Padhar,Jeypore,Jeypore,Jeypore,Nabarangpur,Jeypore,Nabarangpur,Nabarangpur,Nabarangpur,Koraput,Koraput,Koraput,Koraput,Koraput,Koraput,Koraput,Koraput,Koraput,Koraput,Mawai,Narayanganj,Narayanganj,,Ghughri,Beohari,Jaisinghnagar,Betul,Betul,Multai,Multai,Multai,Choti Sarvan,Ghatol,Pipalkhoont,Garhi,Surgana,Trimbak,Peint,Igatpuri,Nabrangpur,Nabrangpur,Nabrangpur,Umerkote,Umerkote,Boriguma
MSP Implementation,Address of Assembly Center,,"BAIF - MITTRA, Aamrai Campus,Jawhar,Thane - 401603","BAIF - MITTRA, Aamrai Campus,Jawhar,Thane - 401603","BAIF - MITTRA, Aamrai Campus,Jawhar,Thane - 401603","BAIF - MITTRA, Aamrai Campus,Jawhar,Thane - 401603","BAIF-MITTRA, Khodala Road,Post Mokhada, Dist- Thane 401603","BAIF -MITTRA,Ganje Village, Post Dhekale, Palghar, District Thane -401603","WOTershed Organisation Trust,Shri. Bhau Lakshman Ghule, 275, Sarole Pathar, Taluka Sangamner,  District- Ahmednagar, Maharashtra- 422605","Wotershed Organisation Trust, Kailas Talore Civil Hospital, Near Dr. Bhoknal Hospital, Sarode, Tal. Rajur, District Ahmednagar Maharashtra 422601
",,,,,,"Gramin Vikas Trust,Near NHI- PWD Office,  A –Block, Babji Nagar, Baran Rajasthan","Gramin Vikas Trust,Near NHI- PWD Office,  A –Block, Babji Nagar, Baran Rajasthan","Gramin Vikas Trust,Near NHI- PWD Office,  A –Block, Babji Nagar, Baran Rajasthan","Foundation for Ecological Security, SHT Pratapgarh,C-15, Jawhar Nagar,Behind Pratapgarh  Gas Agency,Pratapgarh 312605 , Rajasthan.","Foundation for Ecological Security, C/O Ram Chandra Teli Station Road, Vakil Colony, Tehsil- Mandalgarh, District Bhilwara   311604 Rajasthan.","Foundation for Ecological Security, C/O Ram Chandra Teli Station Road, Vakil Colony, Tehsil- Mandalgarh, District Bhilwara   311604 Rajasthan.","Foundation for Ecological Security, Shivji ke Dharmshala, Bus stand, Chitamba Tehsil- Kerera, District Bhilwara   311604 Rajasthan.","Foundation for Ecological Security,
C/O Shri. Gotilal Sukhaar, Saira Bus Stand, Near Purana State Bank of India, Saira- 313704, Rajasthan
","Foundation for Ecological Security,
C/O Shri. Gotilal Sukhaar, Saira Bus Stand, Near Purana State Bank of India, Saira- 313704, Rajasthan
","Ashagram Trust Barwani, Taluka Barwani, District  Barwani- 451551, Madhya Pradesh","Ashagram Trust Barwani, Taluka Barwani, District  Barwani- 451551, Madhya Pradesh","Ashagram Trust Barwani, Taluka Barwani, District  Barwani- 451551, Madhya Pradesh","Ashagram Trust Barwani, Taluka Barwani, District  Barwani- 451551, Madhya Pradesh",,,,,,,,,,,,,"Gramin Vikas Trust
, Regional Office M.P. , Ram Krishana Nagar, Jhabua- 457661
, Madhay Pradesh","Gramin Vikas Trust, Regional Office M.P. , Ram Krishana Nagar, Jhabua- 457661, Madhay Pradesh","Gramin Vikas Trust, C/o Heeralal Nayak, In front of Bafna Public School, Industrial Area- Meghnagar, Meghanagar, Thandla Road, Dist :- Jhabua

Madhya Pradesh","GraminVikas Trust, Near Narmada Jhabua Gramin Bank, Ram Krishna Nagar, Jhabua Madhya Pradesh -457661","GraminVikas Trust, Near Narmada Jhabua Gramin Bank, Ram Krishna Nagar, Jhabua Madhya Pradesh -457661",,,,,,,"Mr. P.K. Kushwaha, ""WADI"" Pariyojna Office, Near Old Shankar Mandir, Verma Mohalla, Pratap Ward, Tikari, District Betul , Madhya Pradesh 460001
","Mr. P.K. Kushwaha, ""WADI"" Pariyojna Office, Near Old Shankar Mandir, Verma Mohalla, Pratap Ward, Tikari, District Betul , Madhya Pradesh 460001
","Mr. P.K. Kushwaha, ""WADI"" Pariyojna Office, Near Old Shankar Mandir, Verma Mohalla, Pratap Ward, Tikari, District Betul , Madhya Pradesh 460001
","C/O Shree Shivdayal Yadav, Shiv mandir Colony, Padar Post, Padar,Bhopal Nagpur Highway on Road, District – Betul Madhya Pradesh 46005","C/O Shree Shivdayal Yadav, Shiv mandir Colony, Padar Post, Padar,Bhopal Nagpur Highway on Road, District – Betul Madhya Pradesh 46005","Harsha Trust, Patneswari Agriculture Co-operative Ltd., 1st Lane, Parabeda, Behind Saraswati Sishu Mandir, Jeypore, Koraput, PIN-764001.","Harsha Trust, Patneswari Agriculture Co-operative Ltd., 1st Lane, Parabeda, Behind Saraswati Sishu Mandir, Jeypore, Koraput, PIN-764001.","Harsha Trust, Patneswari Agriculture Co-operative Ltd., 1st Lane, Parabeda, Behind Saraswati Sishu Mandir, Jeypore, Koraput, PIN-764001.","Harsha Trust, Patneswari Agriculture Co-operative Ltd., 1st Lane, Parabeda, Behind Saraswati Sishu Mandir, Jeypore, Koraput, PIN-764001.","Harsha Trust, Patneswari Agriculture Co-operative Ltd., 1st Lane, Parabeda, Behind Saraswati Sishu Mandir, Jeypore, Koraput, PIN-764001.","Harsha Trust, Near Police Outpost, Echabatiguda, Nabarangpur. Pin- 764 059","Harsha Trust, Near Police Outpost, Echabatiguda, Nabarangpur. Pin- 764 059","Harsha Trust, Near Police Outpost, Echabatiguda, Nabarangpur. Pin- 764 059","Foundation for Ecological Security (FES), 1st lane, Gautam Nagar,IInd Floor, Koraput, Odisha-764020","Foundation for Ecological Security (FES), 1st lane, Gautam Nagar,IInd Floor, Koraput, Odisha-764020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Blocks Caters,,4,4,4,4,1,1,1,1,1,1,1,2,2,3,3,3,1,2,2,1,2,2,3,3,1,3,1,1,1,1,1,1,1,2,1,2,1,1,,,,,,2,2,1,1,2,2,3,3,3,2,2,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Name Catering of Block,,"Jawhar,Vikramgarh, Wada, Junnar","Jawhar,Vikramgarh, Wada, Junnar","Jawhar,Vikramgarh, Wada, Junnar","Jawhar,Vikramgarh, Wada, Junnar",Mokhada,Palghar,Sangamner,Akole,Jhadol,Aaspur,Kusalgarh,"Bagidora, Banswara","Bagidora, Banswara","Kishanganj, Baran, Antah","Kishanganj, Baran, Antah","Kishanganj, Baran, Antah",Pratapgarh,"Begun, Mandalgarh","Begun, Mandalgarh",Mandal,"Gogunda, Kumbhalgarh","Gogunda, Kumbhalgarh","Pati, Madhya Pradesh, Rajpur","Pati, Madhya Pradesh, Rajpur",Barwani,"Pati, Madhya Pradesh, Rajpur",Sendhwa,Zhirniya,Pandhana,Khalwa,Bichiya,Mandla,Ghughri,"Tirla, Dhar",Nalcha,"Tirla, Dhar",Sardarpur,Kukshi,,,,,,"Burhar, Kotma","Burhar, Kotma",Sohagpur,Gohparu,"Badnawar, Petlawad","Badnawar, Petlawad","Chicholi, Betul, Athner","Chicholi, Betul, Athner","Chicholi, Betul, Athner","Shahpur, Ghoda Dongri","Shahpur, Ghoda Dongri","Kundra, Jeypore, Bariguma, Baipariguda","Kundra, Jeypore, Bariguma, Baipariguda","Kundra, Jeypore, Bariguma, Baipariguda","Kotapad, Nabarangpur, Papadahandi, Kosagumda","Kundra, Jeypore, Bariguma, Baipariguda","Kotapad, Nabarangpur, Papadahandi, Kosagumda","Kotapad, Nabarangpur, Papadahandi, Kosagumda","Kotapad, Nabarangpur, Papadahandi, Kosagumda","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC","Bandhugaon, Dasmantpur, Koraput, Lamtaput, Laxmipur, Nandapur, Narayanpatna, Potangi, Semiliguda, Sunabeda NAC",,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Photograph of Assembly,Photographs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the Training,Start Date-Training,17-Dec-13,17-Dec-13,17-Dec-13,17-Dec-13,26-May-14,26-May-14,2-Jan-14,2-Jan-14,18-Aug-14,2-Jun-14,10-Jun-14,10-Jun-14,10-Jun-14,12-Aug-14,12-Aug-14,12-Aug-14,7-Jun-14,12-Jun-14,12-Jun-14,12-Jun-14,16-Jun-14,16-Jun-14,26-Dec-13,26-Dec-13,8-Aug-14,8-Aug-14,26-Mar-14,12-Apr-14,5-Aug-14,30-Jul-14,13-Aug-14,1-Jun-14,1-Jun-14,17-May-14,17-May-14,24-Aug-14,24-Aug-14,7-Jul-14,17-Oct-14,5-Jul-14,21-May-14,5-Jul-14,15-Sep-14,21-Mar-14,21-Mar-14,21-Mar-14,30-Aug-14,27-Oct-14,27-Oct-14,17-Jul-14,8-May-14,8-May-14,8-May-14,17-Jul-14,25-Jun-14,25-Jun-14,25-Jun-14,25-Jun-14,25-Jun-14,15-Jul-14,15-Jul-14,15-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,28-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the Training,End Date-Training,19-Dec-13,19-Dec-13,19-Dec-13,19-Dec-13,28-May-14,28-May-14,5-Jan-14,5-Jan-14,21-Aug-14,5-Jun-14,13-Jun-14,13-Jun-14,13-Jun-14,15-Aug-14,15-Aug-14,15-Aug-14,10-Jun-14,15-Jun-14,15-Jun-14,15-Jun-14,19-Jun-14,19-Jun-14,29-Dec-13,29-Dec-13,9-Aug-14,9-Aug-14,29-Mar-14,15-Apr-14,7-Aug-14,3-Aug-14,16-Aug-14,4-Jun-14,4-Jun-14,25-May-14,20-May-14,27-Aug-14,27-Aug-14,10-Jul-14,19-Oct-14,6-Jul-14,24-May-14,6-Jul-14,17-Sep-14,24-Mar-14,24-Mar-14,24-Mar-14,2-Sep-14,30-Oct-14,30-Oct-14,19-Jul-14,11-May-14,11-May-14,11-May-14,19-Jul-14,28-Jun-14,28-Jun-14,28-Jun-14,28-Jun-14,28-Jun-14,18-Jul-14,18-Jul-14,18-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,31-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Period of Implementation-A&D Phase,3 Days,3 Days,3 Days,3 Days,3 Days,3 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,2 Days,2 Days,4 Days,4 Days,3 Days,5 Days,4 Days,4 Days,4 Days,9 Days,4 Days,4 Days,4 Days,4 Days,3 Days,2 Days,4 Days,2 Days,3 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,3 Days,4 Days,4 Days,4 Days,3 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,4 Days,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the Assembly & Distribution Phase,Start Date-A&D Phase,9-Feb-14,1-May-14,9-Jun-14,14-Nov-14,29-May-14,4-Jun-14,10-Feb-14,7-Mar-14,8-Aug-14,6-Jun-14,7-Sep-14,16-Jul-14,13-Jun-14,15-Aug-14,15-Aug-14,15-Aug-14,10-Jun-14,15-Jun-14,15-Jun-14,9-Aug-14,19-Jun-14,19-Jun-14,20-Feb-14,20-Feb-14,1-Sep-14,20-Feb-14,14-Mar-14,28-Mar-14,21-Aug-14,20-Aug-14,16-Aug-14,19-Jul-14,3-Jun-14,19-May-14,26-May-14,12-Sep-14,10-Sep-14,10-Jul-14,19-Oct-14,6-Jul-14,24-May-14,6-Jul-14,17-Sep-14,10-Jul-14,10-Jul-14,24-Mar-14,18-Sep-14,4-Nov-14,4-Nov-14,11-May-14,11-May-14,11-May-14,1-Aug-14,1-Aug-14,8-Jul-14,8-Jul-14,8-Jul-14,8-Jul-14,8-Jul-14,17-Jul-14,17-Jul-14,17-Jul-14,30-Aug-14,30-Aug-14,30-Aug-14,30-Aug-14,30-Aug-14,30-Aug-14,30-Aug-14,30-Aug-14,30-Aug-14,30-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the Assembly & Distribution Phase,End Date-A&D Phase,30-Apr-15,30-Apr-15,18-Apr-15,14-Nov-14,17-Apr-15,17-Feb-15,20-Mar-15,25-Feb-15,20-Mar-15,25-Feb-15,3-Mar-15,5-Mar-15,5-Mar-15,22-May-15,4-May-15,28-Feb-15,13-Jan-15,26-Nov-14,20-Mar-15,16-Mar-15,14-Feb-15,1-Mar-15,14-Mar-15,19-Mar-15,14-Mar-15,1-Aug-14,13-Mar-15,6-Apr-15,19-Nov-14,13-Nov-14,15-Feb-15,4-Feb-15,12-Jan-15,15-Nov-14,10-Jan-15,10-Jan-15,14-Mar-15,23-Feb-15,12-Feb-15,28-Feb-15,16-Dec-14,5-Feb-15,12-Feb-15,10-Dec-14,5-Mar-15,17-Jan-15,31-Dec-14,9-Feb-15,4-Feb-15,31-Dec-14,11-Feb-15,10-Feb-15,8-Dec-14,21-Feb-15,16-Mar-15,26-Mar-15,13-Mar-15,16-Mar-15,24-Mar-15,22-Mar-15,19-Feb-15,23-Mar-15,21-Nov-14,6-Nov-14,24-Mar-15,12-Nov-14,13-Jan-15,20-Nov-14,27-Sep-14,24-Mar-15,13-Jan-15,21-Nov-14,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the Assembly & Distribution Phase,Period of Implementation-A&D Phase,445 Days,364 Days,313 Days,0 Days,323 Days,258 Days,403 Days,355 Days,224 Days,264 Days,177 Days,232 Days,265 Days,280 Days,262 Days,197 Days,217 Days,164 Days,278 Days,219 Days,240 Days,255 Days,387 Days,392 Days,194 Days,162 Days,364 Days,374 Days,90 Days,85 Days,183 Days,200 Days,223 Days,180 Days,229 Days,120 Days,185 Days,228 Days,116 Days,237 Days,206 Days,214 Days,148 Days,153 Days,238 Days,299 Days,104 Days,97 Days,92 Days,234 Days,276 Days,275 Days,129 Days,204 Days,251 Days,261 Days,248 Days,251 Days,259 Days,248 Days,217 Days,249 Days,83 Days,68 Days,206 Days,74 Days,136 Days,82 Days,28 Days,206 Days,136 Days,83 Days,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Actual Assembly Days,,234,0,0,0,105,108,252,239,177,239,55,47,51,0,69,0,207,0,254,79,239,0,46,38,46,0,261,280,83,84,182,205,222,180,229,120,158,215,,52,131,36,,187,,267,117,,49,,285,,,117,,144,100,,,229,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Actual Distribution Days,,295,262,196,0,294,157,248,271,121,184,99,54,128,80,16,50,37,49,79,110,84,62,169,134,109,31,168,141,26,22,43,96,64,96,117,61,75,74,14,100,122,99,153,129,87,119,51,,38,70,123,118,104,99,65,77,14,42,47,71,101,50,50,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Trained Man Power,A&D- Male,14,0,0,,13,14,8,11,29,18,7,8,7,7,7,7,40,15,15,15,10,11,9,9,4,0,8,13,20,12,31,12,11,13,13,37,24,6,10,7,11,8,13,5,4,4,20,,19,25,15,11,9,16,6,6,5,6,6,10,9,9,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
